X,Y,OBJECTID,Road_System,Route_Num,Route_Section,Milepost,Date_Time,Time_of_Day,City,County,Location_1,Location_Link,Location_2,Latitude,Longitude,Unique_Crash_ID,Intersection_ID,Severity,Uninjured,Level_C_Injuries,Level_B_Injuries,Level_A_Injuries,Fatalities,Agency_Name,Report_Id,Crash_Location,Road_Description,Vehicles,Road_Contour,Road_Cond,Lighting_Cond,Weather,Limit1,Limit2,Limit3,Ramp_Id,Crash_Type,Fixed_Object,Event1,Event2,Event3,Mhe,Animal_Species,Veh1_Dir,Veh1_Type,Driver1_Cond,Veh1_Human_Contr_Factor,Veh1_Speed,Veh1_Movement,Driver1_State,Veh1_HAZMAT,Driver1_Belt,Veh1_Cycle_Prot,Driver1_Inj_Level,Veh2_Dir,Veh2_Type,Driver2_Cond,Veh2_Human_Contr_Factor,Veh2_Speed,Veh2_Movement,Driver2_State,Veh2_HAZMAT,Driver2_Belt,Veh2_Cycle_Prot,Driver2_Inj_Level,Veh3_Dir,Veh3_Type,Driver3_Cond,Veh3_Human_Contr_Factor,Veh3_Speed,Veh3_Movement,Driver3_State,Veh3_HAZMAT,Driver3_Belt,Veh3_Cycle_Prot,Driver3_Inj_Level,Sum_of_Minor_and_Severe,Sum_of_Severe,Bicycle_Involved,Pedestrian_Involved,Motorcycle_Involved,Impairment_Involved,Helmet_Involved,Corridor_1,Corridor_2,Serial_No,GlobalID,created_user,created_date,last_edited_user,last_edited_date
-105.149854486279,40.1368004003286,769947,City Street,0,,0,2021/06/17 14:00:00+00,1400,LONGMONT,BOULDER,S AIRPORT RD,00119FS,PIKE RD,40.13680694,-105.14986439,3215576,,No Injury (PDO),2,0,0,0,0,LDPS,,On Road,Non-Intersection,2,Straight On Level,Dry,Daylight,None,45,45,,,Rear End,FO:No,Rear End,,,Rear End,,South,SUV,Unknown,Unknown,35,Going Straight,CO,No,Unknown,,No Injury (PDO),South,SUV,No Impairment Suspected,No Apparent Contributing Factor,45,Going Straight,CO,No,Yes,,1,Unknown,,,,,,0,0,No,,,0,0,,,,,,,,141053,{1544A9CD-DD72-4839-8B17-EE82281A73F0},TRANSPORTATION,2024/04/24 11:42:09+00,TRANSPORTATION,2024/04/24 11:42:09+00
-105.142551035127,40.1807824634113,769948,City Street,0,,0,2021/12/29 14:03:00+00,1403,LONGMONT,BOULDER,PRINCETON CT,00090FS,MOUNTAIN VIEW AVE,40.18078901,-105.14256095,3216920,,No Injury (PDO),2,0,0,0,0,LDPS,,On Road,At Driveway Access,2,Straight On Grade,Dry,Daylight,None,25,25,,,Parked Motor Vehicle,FO:No,Parked Motor Vehicle,,,Parked Motor Vehicle,,East,Passenger Car/Van,No Impairment Suspected,Unknown,5,Backing,CO,No,Yes,,No Injury (PDO),North,Passenger Car/Van,,No Apparent Contributing Factor,0,Parked,CO,No,No,,1,Unknown,,,,,,0,0,No,,,0,0,,,,,,,,197703,{BC19646E-5808-4F34-A148-4FBD9A3044C2},TRANSPORTATION,2024/04/24 11:42:09+00,TRANSPORTATION,2024/04/24 11:42:09+00
-105.119918175876,40.1919572480964,769949,City Street,0,,0,2021/02/01 00:00:00+00,0,LONGMONT,BOULDER,RICE ST,00045FE,Juniper St.,40.19196379,-105.11992808,3214851,,No Injury (PDO),1,0,0,0,0,LDPS,,Off Road Left,Non-Intersection,1,Curve On Level,Dry,Unknown,None,25,,,,Light or Utility Pole,FO:Yes,Light or Utility Pole,,,Light or Utility Pole,,Southwest,Hit and Run - Unknown,Unknown,Unknown,25,Going Straight,0,No,Unknown,,No Injury (PDO),Unknown,,,,,,0,,No,,,Unknown,,,,,,0,0,No,,,0,0,,,,,,,,47884,{591A862D-26AF-4CD8-AF3E-59B19E438F49},TRANSPORTATION,2024/04/24 11:42:09+00,TRANSPORTATION,2024/04/24 11:42:09+00
-105.105835606126,40.1906278199633,769950,City Street,0,,0,2021/05/11 14:10:00+00,1410,LONGMONT,BOULDER,QUEENS DR,00112FE,YEAGER DR,40.19063437,-105.10584551,3215344,,No Injury (PDO),1,0,0,0,0,LDPS,,On Road,Non-Intersection,2,Straight On Level,Wet,Daylight,Rain,25,25,,,Parked Motor Vehicle,FO:No,Parked Motor Vehicle,,,Parked Motor Vehicle,,East,SUV,Unknown,Unknown,20,Going Straight,CO,No,Unknown,,No Injury (PDO),East,Pickup Truck/Utility Van,,,0,Parked,CO,No,No,,,Unknown,,,,,,0,0,No,,,0,0,,,,,,,,129744,{7A682AC0-54A9-4527-B0ED-95AD20433E4D},TRANSPORTATION,2024/04/24 11:42:09+00,TRANSPORTATION,2024/04/24 11:42:09+00
-105.116575939623,40.1531679203749,769951,City Street,0,,0,2021/04/01 22:00:00+00,2200,LONGMONT,BOULDER,PRICE RD,00050FE,S FRANCIS ST,40.15317446,-105.11658584,3215121,,No Injury (PDO),2,0,0,0,0,LDPS,,On Road,Non-Intersection,2,Straight On Level,Dry,Dark Lighted,None,25,0,,,Parked Motor Vehicle,FO:No,Parked Motor Vehicle,,,Parked Motor Vehicle,,West,SUV,No Impairment Suspected,Driver Preoccupied,15,Going Straight,CO,No,Unknown,,No Injury (PDO),Unknown,Unknown,,,0,Unknown,0,No,No,,,Unknown,,,,,,0,0,No,,,0,0,,,,,,,,110593,{79B35E33-B5F8-4097-9364-59AECAD87C38},TRANSPORTATION,2024/04/24 11:42:09+00,TRANSPORTATION,2024/04/24 11:42:09+00
-105.112717472302,40.137852716912,769952,City Street,0,,0,2021/11/26 22:41:00+00,2241,LONGMONT,BOULDER,PIKE RD,00150FE,SOUTH PRATT PKWY,40.13785925,-105.11272737,3216689,,Evident Non-Incapacitating (B),0,0,3,0,0,LDPS,,On Road,Non-Intersection,2,Straight On Level,Dry,Dark Lighted,None,35,0,,,Sideswipe Same Direction,FO:No,Sideswipe Same Direction,Light or Utility Pole,Overturning,Overturning,,East,Passenger Car/Van,No Impairment Suspected,No Apparent Contributing Factor,65,Drove Wrong Way,CO,No,Yes,,Evident Non-Incapacitating (B),East,Passenger Car/Van,No Impairment Suspected,No Apparent Contributing Factor,0,Drove Wrong Way,CO,No,Yes,,3,Unknown,,,,,,0,0,No,,,3,0,,,,,,,,189566,{E5EE2B39-E833-4CE8-B2A1-2763E3129C46},TRANSPORTATION,2024/04/24 11:42:09+00,TRANSPORTATION,2024/04/24 11:42:09+00
-105.102573065158,40.1382213574924,769953,City Street,0,,0,2021/10/05 16:47:00+00,1647,LONGMONT,BOULDER,PIKE RD,00055FW,S MAIN ST,40.1382279,-105.10258296,3216329,3308,No Injury (PDO),1,0,0,0,0,LDPS,,On Road,Intersection Related,2,Straight On Level,Dry,Daylight,None,40,40,,,Sideswipe Same Direction,FO:No,Sideswipe Same Direction,,,Sideswipe Same Direction,,South,Passenger Car/Van,Unknown,Unknown,0,Making Right Turn,CO,No,No,,,North,SUV,No Impairment Suspected,No Apparent Contributing Factor,0,Making Left Turn,CO,No,Yes,,1,Unknown,,,,,,0,0,No,,,0,0,,,,,,,,174694,{DDCB9093-E601-4E9B-9618-2428A9F26042},TRANSPORTATION,2024/04/24 11:42:09+00,TRANSPORTATION,2024/04/24 11:42:09+00
-105.0741554979,40.1829605126383,769954,City Street,0,,0,2021/03/04 18:06:00+00,1806,LONGMONT,BOULDER,PACE ST,00547FN,E MOUNTAIN VIEW AVE,40.18296706,-105.07416539,3215013,,No Injury (PDO),2,0,0,0,0,LDPS,,On Road,Non-Intersection,2,Straight On Level,Dry,Dark Lighted,None,45,45,,,Sideswipe Same Direction,FO:No,Sideswipe Same Direction,,,Sideswipe Same Direction,,South,SUV,No Impairment Suspected,Driver Emotionally Upset,45,Passing,CO,No,Yes,,No Injury (PDO),South,Passenger Car/Van,No Impairment Suspected,Driver Emotionally Upset,40,Going Straight,CO,No,Yes,,1,Unknown,,,,,,0,0,No,,,0,0,,,,,,,,98482,{53A510B8-1EBB-42B6-9CD0-C973724A0470},TRANSPORTATION,2024/04/24 11:42:09+00,TRANSPORTATION,2024/04/24 11:42:09+00
-105.074181419657,40.1812591818677,769955,City Street,0,,0,2021/12/02 19:22:00+00,1922,LONGMONT,BOULDER,PACE ST,00053FS,E MOUNTAIN VIEW AVE,40.18126573,-105.07419131,3216738,3580,No Injury (PDO),2,0,0,0,0,LDPS,,On Road,Intersection Related,2,Straight On Level,Dry,Dark Lighted,None,45,45,,,Rear End,FO:No,Rear End,,,Rear End,,North,Passenger Car/Van,No Impairment Suspected,Unknown,20,Going Straight,CO,No,Yes,,No Injury (PDO),North,Passenger Car/Van,No Impairment Suspected,No Apparent Contributing Factor,20,Going Straight,CO,No,Yes,,1,Unknown,,,,,,0,,No,,,0,0,,,,,,,,189561,{4C1C8AF0-CE4B-434D-9E84-3897C02E784C},TRANSPORTATION,2024/04/24 11:42:09+00,TRANSPORTATION,2024/04/24 11:42:09+00
-105.07398762878,40.1814146317365,769956,City Street,0,,0,2021/01/21 20:33:00+00,2033,LONGMONT,BOULDER,PACE ST,00051FE,MOUNTAIN VIEW AVE,40.18142118,-105.07399752,3214784,,No Injury (PDO),2,0,0,0,0,LDPS,,Off Road Right,Non-Intersection,1,Straight On Level,Dry,Dark Lighted,None,35,,,,Fence or Fence Part,FO:Yes,Fence or Fence Part,,,Fence or Fence Part,,West,Passenger Car/Van,Unknown,Unknown,10,Drove Wrong Way,0,No,Unknown,,No Injury (PDO),Unknown,,,,,,0,,No,,,Unknown,,,,,,0,0,No,,,0,0,,,,,,,,47817,{AB161CF0-9369-473A-89E9-D7EA300221BC},TRANSPORTATION,2024/04/24 11:42:09+00,TRANSPORTATION,2024/04/24 11:42:09+00
-105.098271176134,40.1432720702772,769957,City Street,0,,0,2021/03/02 14:26:00+00,1426,LONGMONT,BOULDER,PARKSIDE DR N,00250FE,EMERY ST,40.14327861,-105.09828107,3214997,,No Injury (PDO),1,0,0,0,0,LDPS,,On Road,Non-Intersection,2,Straight On Level,Dry,Dark Lighted,None,25,25,,,Parked Motor Vehicle,FO:No,Parked Motor Vehicle,,,Parked Motor Vehicle,,West,Hit and Run - Unknown,Unknown,Unknown,10,Going Straight,0,No,Unknown,,No Injury (PDO),West,Passenger Car/Van,,,0,Parked,CO,No,No,,,Unknown,,,,,,0,0,No,,,0,0,,,,,,,,97622,{ABD3473A-5C65-48AC-A13A-7846787A2BDB},TRANSPORTATION,2024/04/24 11:42:09+00,TRANSPORTATION,2024/04/24 11:42:09+00
-105.124374336866,40.1379227025304,769958,City Street,0,,0,2021/04/01 16:35:00+00,1635,LONGMONT,BOULDER,PIKE RD,00118FE,CORPORATE CENTER DR,40.13792924,-105.12438424,3215120,,No Injury (PDO),2,0,0,0,0,LDPS,,On Road,Non-Intersection,2,Straight On Level,Dry,Daylight,None,35,35,,,Rear End,FO:No,Rear End,,,Rear End,,East,Passenger Car/Van,No Impairment Suspected,Driver Preoccupied,35,Going Straight,CO,No,Yes,,No Injury (PDO),East,Passenger Car/Van,No Impairment Suspected,No Apparent Contributing Factor,20,Slowing,CO,No,Yes,,1,Unknown,,,,,,0,0,No,,,0,0,,,,,,,,125170,{CC9D7801-A4E2-4A7A-9ADC-5578871F9F75},TRANSPORTATION,2024/04/24 11:42:09+00,TRANSPORTATION,2024/04/24 11:42:09+00
-105.074132232271,40.1881165348274,769959,City Street,0,,0,2021/12/17 20:34:00+00,2034,LONGMONT,BOULDER,PACE ST,00200FS,17TH AVE,40.18812308,-105.07414213,3216859,,No Injury (PDO),2,0,0,0,0,LDPS,,On Road,Non-Intersection,2,Straight On Level,Dry,Dark Un-Lighted,None,45,45,,,Rear End,FO:No,Rear End,,,Rear End,,South,Passenger Car/Van,No Impairment Suspected,Driver Emotionally Upset,45,Going Straight,CO,No,Yes,,No Injury (PDO),South,Passenger Car/Van,No Impairment Suspected,No Apparent Contributing Factor,25,Slowing,CO,No,Yes,,1,Unknown,,,,,,0,0,No,,,0,0,,,,,,,,197204,{E609A3A6-61AA-498A-B442-7FFAF7C85A3F},TRANSPORTATION,2024/04/24 11:42:09+00,TRANSPORTATION,2024/04/24 11:42:09+00
-105.151079173599,40.1881408658509,769960,City Street,0,,0,2021/12/06 11:20:00+00,1120,LONGMONT,BOULDER,NORTHWESTERN RD,00100FW,ALBION LN,40.18814741,-105.15108909,3216760,,No Injury (PDO),1,0,0,0,0,LDPS,,Off Road Left,At Driveway Access,1,Straight On Level,Dry,Daylight,None,30,,,,Traffic Sign or Post or Overhead Sign Structure,FO:Yes,Traffic Sign or Post or Overhead Sign Structure,,,Traffic Sign or Post or Overhead Sign Structure,,West,SUV,Illegal Drugs,Driver Emotionally Upset,35,Making Left Turn,CO,No,Unknown,,No Injury (PDO),Unknown,,,,,,0,,No,,,Unknown,,,,,,0,0,No,,,0,0,,,,Impairment,,,,189443,{E2FF0EC5-A555-4BE2-B8C9-25BC2CCE992D},TRANSPORTATION,2024/04/24 11:42:09+00,TRANSPORTATION,2024/04/24 11:42:09+00
-105.062260749174,40.1876222431333,769961,City Street,0,,0,2021/11/18 00:00:00+00,0,LONGMONT,BOULDER,OTIS DR,00264FE,MOONLIGHT DR,40.18762879,-105.06227064,3216640,,No Injury (PDO),2,0,0,0,0,LDPS,,Off Road Right,Non-Intersection,1,Curve On Level,Dry,Daylight,None,25,,,,Curb or Island,FO:Yes,Curb or Island,Light or Utility Pole,,Curb or Island,,East,Trucks over 10k/Busses over 15 Passengers,No Impairment Suspected,No Apparent Contributing Factor,5,Backing,CO,No,Yes,,No Injury (PDO),Unknown,,,,,,0,,No,,,Unknown,,,,,,0,0,No,,,0,0,,,,,,,,189060,{63BD90B7-90E4-4C50-8E45-20D3786C5252},TRANSPORTATION,2024/04/24 11:42:09+00,TRANSPORTATION,2024/04/24 11:42:09+00
-105.12107894667,40.1524084166811,769962,City Street,0,,0,2021/04/03 00:00:00+00,0,LONGMONT,BOULDER,NELSON  RD,00080FE,S SUNSET ST,40.15241496,-105.12108885,3215132,3156,Possible/Complaint of Injury (C,2,1,0,0,0,LDPS,,On Road,Intersection Related,3,Straight On Level,Dry,Daylight,None,35,35,35,,Rear End,FO:No,Rear End,Rear End,,Rear End,,West,Pickup Truck/Utility Van,No Impairment Suspected,Asleep at the Wheel,0,Stopped in Traffic,CO,No,Yes,,No Injury (PDO),West,Passenger Car/Van,No Impairment Suspected,No Apparent Contributing Factor,0,Stopped in Traffic,CO,No,Yes,,2,West,SUV,No Impairment Suspected,No Apparent Contributing Factor,30,Slowing,CO,0,Yes,,1,1,0,,,,,,,,125150,{8BC7BB9B-EC30-4F5B-AC5F-C743FBDA9CB4},TRANSPORTATION,2024/04/24 11:42:09+00,TRANSPORTATION,2024/04/24 11:42:09+00
-105.121021113456,40.1524078973974,769963,City Street,0,,0,2021/05/28 13:24:00+00,1324,LONGMONT,BOULDER,NELSON  RD,00095FE,S SUNSET ST,40.15241444,-105.12103102,3215444,3156,No Injury (PDO),5,0,0,0,0,LDPS,,On Road,Intersection Related,2,Straight On Level,Dry,Daylight,None,35,35,,,Rear End,FO:No,Rear End,,,Rear End,,East,Trucks over 10k/Busses over 15 Passengers,No Impairment Suspected,Driver Unfamiliar with Area,5,Backing,TX,No,Yes,,No Injury (PDO),West,Passenger Car/Van,No Impairment Suspected,No Apparent Contributing Factor,0,Stopped in Traffic,CO,No,Yes,,1,Unknown,,,,,,0,0,No,,,0,0,,,,,,,,132565,{521FB9D0-651E-43E8-85DD-71916B876A61},TRANSPORTATION,2024/04/24 11:42:09+00,TRANSPORTATION,2024/04/24 11:42:09+00
-105.144196053145,40.1972135069123,769964,City Street,0,,0,2021/01/28 13:45:00+00,1345,LONGMONT,BOULDER,North Shore Dr,00040FN,Seaway Ct,40.19722005,-105.14420597,3214834,,"Evident, Incapacitating (A)",0,0,0,1,0,LDPS,,Off Road Left,Non-Intersection,1,Straight On Level,Dry,Daylight,None,30,,,,Trees or Shrubs,FO:Yes,Trees or Shrubs,,,Trees or Shrubs,,North,Passenger Car/Van,Unknown,Unknown,0,Drove Wrong Way,CO,No,No,,"Evident, Incapacitating (A)",Unknown,,,,,,0,,No,,,Unknown,,,,,,0,,No,,,1,1,,,,,,,,47536,{8237ED67-00D7-4ED5-B489-B19EF213C108},TRANSPORTATION,2024/04/24 11:42:09+00,TRANSPORTATION,2024/04/24 11:42:09+00
-105.120226063032,39.9578191481043,769965,City Street,0,,0,2021/09/16 15:23:00+00,1523,LOUISVILLE,BOULDER,DILLON RD,00381FE,S PIERCE AVE,39.95782566,-105.12023594,3216170,,No Injury (PDO),3,0,0,0,0,LUPD,,On Road,Non-Intersection,2,Straight On Level,Dry,Daylight,None,45,45,,,Sideswipe Same Direction,FO:No,Sideswipe Same Direction,,,Sideswipe Same Direction,,East,SUV,No Impairment Suspected,Unknown,35,Going Straight,CO,No,Yes,,No Injury (PDO),East,Pickup Truck/Utility Van,No Impairment Suspected,No Apparent Contributing Factor,35,Going Straight,CO,No,Yes,,1,Unknown,,,,,,0,0,No,,,0,0,,,,,,,,166323,{15D5E3D5-EC78-432A-9A23-EB1858412987},TRANSPORTATION,2024/04/24 11:42:09+00,TRANSPORTATION,2024/04/24 11:42:09+00
-105.131139651666,40.1524437848395,769966,City Street,0,,0,2021/12/29 00:00:00+00,0,LONGMONT,BOULDER,NELSON  RD,00150FW,HOVER ST,40.15245032,-105.13114956,3216919,,Evident Non-Incapacitating (B),0,0,2,0,0,LDPS,,Off Road Right,Non-Intersection,1,Straight On Level,Dry,Daylight,None,35,,,,Embankment or Ditch,FO:Yes,Embankment or Ditch,,,Embankment or Ditch,,West,SUV,No Impairment Suspected,Driver Inexperience,20,Making U-Turn,CO,No,Yes,,Evident Non-Incapacitating (B),Unknown,,,,,,0,,No,,,Unknown,,,,,,0,0,No,,,2,0,,,,,,,,197728,{1379C53B-119A-4CC3-96A4-476004D7263F},TRANSPORTATION,2024/04/24 11:42:09+00,TRANSPORTATION,2024/04/24 11:42:09+00
-105.143127230619,40.152492002716,769967,City Street,0,,0,2021/10/27 22:33:00+00,2233,LONGMONT,BOULDER,NELSON  RD,00800FW,S FORDHAM ST,40.15249854,-105.14313714,3216488,,Evident Non-Incapacitating (B),1,0,1,0,0,LDPS,,On Road,Non-Intersection,2,Straight On Level,Dry,Dark Lighted,None,35,35,,,Rear End,FO:No,Rear End,,,Rear End,,West,Motorcycle,Alcohol,No Apparent Contributing Factor,45,Going Straight,CO,No,No,None,Evident Non-Incapacitating (B),West,Passenger Car/Van,No Impairment Suspected,No Apparent Contributing Factor,35,Going Straight,CO,No,Yes,,1,Unknown,,,,,,0,0,No,,,1,0,,,Motorcycle,Impairment,,,,179962,{2BC35705-3528-43BF-8370-F9D42DC59B6E},TRANSPORTATION,2024/04/24 11:42:09+00,TRANSPORTATION,2024/04/24 11:42:09+00
-105.130631608822,40.1523030913332,769968,City Street,0,,0,2021/03/02 00:00:00+00,0,LONGMONT,BOULDER,NELSON  RD,00051FSE,HOVER ST,40.15230963,-105.13064151,3214996,3072,No Injury (PDO),2,0,0,0,0,LDPS,,On Road,Intersection Related,2,Straight On Level,Dry,Daylight,None,35,35,,,Rear End,FO:No,Rear End,,,Rear End,,West,Pickup Truck/Utility Van,No Impairment Suspected,Unknown,5,Backing,CO,No,Yes,,No Injury (PDO),East,Passenger Car/Van,No Impairment Suspected,No Apparent Contributing Factor,0,Stopped in Traffic,CO,No,Yes,,1,Unknown,,,,,,0,0,No,,,0,0,,,,,,,,99369,{BE685800-A5EA-496C-AADE-DEAC51E9F398},TRANSPORTATION,2024/04/24 11:42:09+00,TRANSPORTATION,2024/04/24 11:42:09+00
-105.154307037124,40.152517744565,769969,City Street,0,,0,2021/07/08 00:00:00+00,0,LONGMONT,BOULDER,NELSON  RD,00070FE,S AIRPORT RD,40.15252428,-105.15431695,3215713,2737,Possible/Complaint of Injury (C,2,1,0,0,0,LDPS,,On Road,Intersection Related,2,Straight On Level,Dry,Daylight,None,35,35,,,Rear End,FO:No,Rear End,,,Rear End,,West,SUV,No Impairment Suspected,Driver Preoccupied,20,Going Straight,CO,No,Yes,,No Injury (PDO),West,Passenger Car/Van,No Impairment Suspected,No Apparent Contributing Factor,10,Going Straight,CO,No,Yes,,2,Unknown,,,,,,0,0,No,,,1,0,,,,,,,,145987,{A420F2C6-ABC0-4DE1-BF5A-9EFD4972E073},TRANSPORTATION,2024/04/24 11:42:09+00,TRANSPORTATION,2024/04/24 11:42:09+00
-105.140390674571,40.1524495831651,769970,City Street,0,,0,2021/11/09 21:39:00+00,2139,LONGMONT,BOULDER,NELSON  RD,00050FW,S FORDHAM ST,40.15245612,-105.14040058,3216592,,No Injury (PDO),3,0,0,0,0,LDPS,,On Road,Non-Intersection,2,Straight On Level,Dry,Dark Un-Lighted,None,35,35,,,Sideswipe Same Direction,FO:No,Sideswipe Same Direction,,,Sideswipe Same Direction,,West,Passenger Car/Van,Unknown,No Apparent Contributing Factor,35,Going Straight,CO,No,Yes,,No Injury (PDO),West,Pickup Truck/Utility Van,,No Apparent Contributing Factor,0,Drove Wrong Way,CO,No,Yes,,1,Unknown,,,,,,0,0,No,,,0,0,,,,,,,,184862,{469F20A8-31A2-4D0F-90BD-3BD47FACC54E},TRANSPORTATION,2024/04/24 11:42:09+00,TRANSPORTATION,2024/04/24 11:42:09+00
-105.154922054399,40.1525231069214,769971,City Street,0,,0,2021/11/01 10:20:00+00,1020,LONGMONT,BOULDER,NELSON  RD,00100FW,S AIRPORT RD,40.15252964,-105.15493197,3216521,2737,No Injury (PDO),2,0,0,0,0,LDPS,,On Road,Intersection Related,2,Straight On Level,Wet,Daylight,Snow/Sleet/Hail,45,45,,,Rear End,FO:No,Rear End,,,Rear End,,East,Pickup Truck/Utility Van,No Impairment Suspected,Unknown,5,Going Straight,CO,No,Yes,,No Injury (PDO),East,Passenger Car/Van,No Impairment Suspected,No Apparent Contributing Factor,0,Stopped in Traffic,CO,No,Yes,,1,Unknown,,,,,,0,0,No,,,0,0,,,,,,,,180006,{DB4B06B0-248D-4F1B-8663-6670FF9B114D},TRANSPORTATION,2024/04/24 11:42:09+00,TRANSPORTATION,2024/04/24 11:42:09+00
-105.154806160985,40.1525208973668,769972,City Street,0,,0,2021/09/22 00:00:00+00,0,LONGMONT,BOULDER,NELSON  RD,00068FW,S AIRPORT RD,40.15252743,-105.15481607,3216229,2737,No Injury (PDO),2,0,0,0,0,LDPS,,On Road,Intersection Related,2,Straight On Level,Dry,Daylight,None,35,35,,,Rear End,FO:No,Rear End,,,Rear End,,East,SUV,No Impairment Suspected,Driver Preoccupied,5,Going Straight,CO,No,Yes,,No Injury (PDO),East,SUV,No Impairment Suspected,No Apparent Contributing Factor,0,Stopped in Traffic,CO,No,Yes,,1,Unknown,,,,,,0,0,No,,,0,0,,,,,,,,170047,{23F67BFF-3771-4530-8496-EFF0B5BFE699},TRANSPORTATION,2024/04/24 11:42:09+00,TRANSPORTATION,2024/04/24 11:42:09+00
-105.159820168805,40.1525238856852,769973,City Street,0,,0,2021/05/13 15:48:00+00,1548,LONGMONT,BOULDER,NELSON  RD,00485FE,PECK DR,40.15253042,-105.15983008,3215357,,No Injury (PDO),4,0,0,0,0,LDPS,,On Road,Non-Intersection,3,Straight On Level,Dry,Daylight,None,45,45,45,,Rear End,FO:No,Rear End,Rear End,,Rear End,,East,SUV,No Impairment Suspected,Driver Inexperience,35,Going Straight,CO,No,Yes,,No Injury (PDO),East,Passenger Car/Van,No Impairment Suspected,No Apparent Contributing Factor,0,Stopped in Traffic,CO,No,Yes,,1,East,SUV,No Impairment Suspected,No Apparent Contributing Factor,0,Stopped in Traffic,CO,0,Yes,,1,0,0,,,,,,,,129474,{6D6D960B-B001-4770-A859-BF1CCA1658EE},TRANSPORTATION,2024/04/24 11:42:09+00,TRANSPORTATION,2024/04/24 11:42:09+00
-105.118478344599,40.1522069416571,769974,City Street,0,,0,2021/07/06 00:00:00+00,0,LONGMONT,BOULDER,NELSON  RD,00133FW,KEN PRATT BLVD,40.15221348,-105.11848825,3215701,,No Injury (PDO),1,0,0,0,0,LDPS,,Off Road Left,Non-Intersection,1,Straight On Level,Dry,Dark Lighted,None,35,,,,Curb or Island,FO:Yes,Curb or Island,Other Fixed Object,,Curb or Island,,East,SUV,Alcohol,Unknown,45,Going Straight,CO,No,Unknown,,No Injury (PDO),Unknown,,,,,,0,,No,,,Unknown,,,,,,0,0,No,,,0,0,,,,Impairment,,,,145573,{D157C285-19B6-4591-8E5F-577FEFE20692},TRANSPORTATION,2024/04/24 11:42:09+00,TRANSPORTATION,2024/04/24 11:42:09+00
-105.13529663272,40.1524354643131,769975,City Street,0,,0,2021/06/23 13:46:00+00,1346,LONGMONT,BOULDER,NELSON  RD,00040FW,DRY CREEK DR,40.152442,-105.13530654,3215614,32152,Possible/Complaint of Injury (C,1,1,0,0,0,LDPS,,On Road,Intersection Related,2,Straight On Level,Dry,Daylight,None,35,35,,,Rear End,FO:No,Rear End,,,Rear End,,East,Hit and Run - Unknown,Unknown,Unknown,0,Going Straight,CO,No,Unknown,,No Injury (PDO),East,Passenger Car/Van,No Impairment Suspected,No Apparent Contributing Factor,0,Stopped in Traffic,CO,No,Yes,,2,Unknown,,,,,,0,0,No,,,1,0,,,,,,,,137657,{3E13B724-ABE8-496E-8AFE-2F4FB0C44B83},TRANSPORTATION,2024/04/24 11:42:09+00,TRANSPORTATION,2024/04/24 11:42:09+00
-105.098600755438,40.1842133506441,769976,City Street,0,,0,2021/05/21 19:28:00+00,1928,LONGMONT,BOULDER,NATIONAL PL,00270FW,COLLYER ST,40.1842199,-105.09861066,3215399,,No Injury (PDO),3,0,0,0,0,LDPS,,On Road,Non-Intersection,2,Straight On Level,Dry,Daylight,None,25,0,,,Parked Motor Vehicle,FO:No,Parked Motor Vehicle,,,Parked Motor Vehicle,,North,Motor Home,Alcohol,No Apparent Contributing Factor,5,Backing,CO,No,Yes,,No Injury (PDO),North,Passenger Car/Van,,,0,Parked,CO,No,No,,,Unknown,,,,,,0,,No,,,0,0,,,,Impairment,,,,129983,{3FA9969D-5C9A-4395-9DB1-621B49F061EB},TRANSPORTATION,2024/04/24 11:42:09+00,TRANSPORTATION,2024/04/24 11:42:09+00
-105.102650562644,40.1812547560092,769977,City Street,0,,0,2021/06/18 15:45:00+00,1545,LONGMONT,BOULDER,MOUNTAIN VIEW AVE,00066FW,MAIN ST,40.1812613,-105.10266046,3215587,3295,No Injury (PDO),3,0,0,0,0,LDPS,,On Road,Intersection Related,2,Straight On Level,Dry,Daylight,None,30,30,,,Rear End,FO:No,Rear End,,,Rear End,,East,Passenger Car/Van,No Impairment Suspected,Driver Preoccupied,5,Slowing,CO,No,Yes,,No Injury (PDO),East,Pickup Truck/Utility Van,No Impairment Suspected,No Apparent Contributing Factor,0,Stopped in Traffic,CO,No,Yes,,1,Unknown,,,,,,0,0,No,,,0,0,,,,,,,,137698,{8ADD173B-881D-4B2F-8A95-52209281E75C},TRANSPORTATION,2024/04/24 11:42:09+00,TRANSPORTATION,2024/04/24 11:42:09+00
-105.126454133654,40.1813434584396,769978,City Street,0,,0,2021/09/17 00:00:00+00,0,LONGMONT,BOULDER,MOUNTAIN VIEW AVE,00100FW,SPENCER ST,40.18135,-105.12646404,3216175,,No Injury (PDO),2,0,0,0,0,LDPS,,On Road,Non-Intersection,2,Straight On Level,Dry,Dawn or Dusk,None,35,35,,,Rear End,FO:No,Rear End,,,Rear End,,West,Passenger Car/Van,No Impairment Suspected,Driver Emotionally Upset,35,Slowing,CO,No,Yes,,No Injury (PDO),West,SUV,No Impairment Suspected,No Apparent Contributing Factor,35,Going Straight,CO,No,Yes,,1,Unknown,,,,,,0,0,No,,,0,0,,,,,,,,170202,{DA27DD37-2E4F-4A5E-AA5D-AA68BCA20206},TRANSPORTATION,2024/04/24 11:42:09+00,TRANSPORTATION,2024/04/24 11:42:09+00
